date,dengue_cases,search_dengue,search_dengue_symptoms,daily_rainfall_total_mm,mean_temp,max_temp,min_temp,mean_wind_speed_kmh,max_wind_speed_kmh
2012-01-01,74.0,11.127110749806883,6.8384750100960225,0.45999999999999996,27.560000000000002,31.839999999999996,25.419999999999998,7.415000000000001,25.455000000000002
2012-01-08,64.0,6.358348999889649,0.0,1.7355746509129968,27.045511994271397,30.71153419262442,24.865542427497314,11.380062656641602,36.58216433941998
2012-01-15,60.0,6.358348999889649,18.23593336025606,3.2997278911564627,26.436632653061224,29.803197278911565,23.897006802721087,8.599013605442178,33.91816326530612
2012-01-22,50.0,11.127110749806883,18.23593336025606,12.249217687074829,27.227857142857143,31.829693877551023,24.45690476190476,6.748673469387755,30.19173469387755
2012-01-29,84.0,7.947936249862061,9.11796668012803,1.4775510204081634,26.77455782312925,30.764149659863943,24.401462585034015,9.34421768707483,33.43795918367347
2012-02-05,87.0,9.537523499834473,27.35390004038409,7.473469387755102,26.535374149659866,30.2108843537415,24.129931972789116,9.19795918367347,33.55646258503402
2012-02-12,65.0,9.537523499834473,20.515425030288064,1.4795918367346936,27.502823129251702,32.04741496598639,24.69173469387755,10.173707482993196,33.216292517006806
2012-02-19,50.0,12.716697999779296,18.23593336025606,5.032108843537415,26.83326530612245,31.0978231292517,24.32799319727891,7.6364965986394555,33.63772108843538
2012-02-26,55.0,12.716697999779296,15.95644169022405,5.3855102040816325,27.59673469387755,31.61340136054422,25.216360544217686,8.16670068027211,30.195986394557824
2012-03-04,45.0,7.947936249862061,13.676950020192043,6.365204081632654,27.160034013605443,31.40670068027211,24.720544217687074,6.837789115646259,32.04010204081633
2012-03-11,64.0,7.947936249862061,11.397458350160036,10.47,27.11357142857143,30.685000000000002,24.255,6.610714285714287,34.566428571428574
2012-03-18,72.0,17.485459749696535,25.07440837035208,9.907142857142858,26.689285714285713,30.45642857142857,24.18857142857143,7.742142857142857,33.18857142857143
2012-03-25,48.0,12.716697999779296,18.23593336025606,6.31796992481203,27.76684210526316,32.026315789473685,24.99872180451128,6.207142857142857,28.738045112781954
2012-04-01,52.0,9.537523499834473,18.23593336025606,13.74372180451128,27.389548872180452,31.492105263157896,24.58048872180451,6.791466165413533,33.66808270676692
2012-04-08,81.0,12.716697999779296,22.79491670032007,11.83,27.199285714285715,31.180714285714284,23.981428571428573,6.226428571428571,37.885
2012-04-15,77.0,9.537523499834473,15.95644169022405,12.892857142857142,27.375714285714285,31.34357142857143,24.497857142857146,5.8428571428571425,28.25142857142857
2012-04-22,64.0,11.127110749806883,0.0,8.381428571428572,27.804285714285715,31.326428571428576,25.37357142857143,6.866428571428571,29.955714285714286
2012-04-29,86.0,14.30628524975171,22.79491670032007,2.6740977443609024,28.517857142857142,32.18706766917293,25.698383458646617,6.575563909774436,30.686954887218047
2012-05-06,96.0,12.716697999779296,0.0,12.998759398496242,27.91191729323308,31.614812030075193,24.96342105263158,6.516466165413534,34.99721804511278
2012-05-13,80.0,14.30628524975171,15.95644169022405,6.48063909774436,28.038082706766918,31.83842105263158,24.63421052631579,6.627518796992482,35.71755639097744
2012-05-20,80.0,12.716697999779296,6.8384750100960225,8.447368421052632,28.860902255639097,32.03007518796992,25.747368421052634,6.472180451127819,32.27293233082707
2012-05-27,81.0,11.127110749806883,27.35390004038409,8.831578947368422,28.377443609022556,31.45563909774436,25.25639097744361,7.66015037593985,33.93082706766917
2012-06-03,99.0,14.30628524975171,27.35390004038409,3.6169924812030074,28.37473684210526,31.54563909774436,25.75169172932331,5.862781954887218,25.47406015037594
2012-06-10,87.0,11.127110749806883,9.11796668012803,8.390112781954887,28.720075187969922,31.66864661654136,26.099323308270677,7.489812030075187,30.039436090225564
2012-06-17,128.0,14.30628524975171,27.35390004038409,0.0,29.4796992481203,32.37593984962406,27.49624060150376,8.598496240601504,27.53684210526316
2012-06-24,151.0,12.716697999779296,34.19237505048011,1.2789473684210526,29.100751879699253,32.40526315789474,26.801503759398493,7.926315789473684,29.356390977443606
2012-07-01,140.0,14.30628524975171,43.31034173060814,4.36484962406015,28.42575187969925,31.56657894736842,25.892067669172935,7.6596992481203,34.22477443609023
2012-07-08,131.0,19.075046999668945,29.633391710416095,15.621804511278196,27.303007518796992,30.270676691729324,24.277443609022555,7.5203007518797,37.39774436090226
2012-07-15,124.0,12.716697999779296,27.35390004038409,3.0369256474519633,27.60342522974102,30.419966583124477,25.761445279866333,7.624603174603174,31.90522138680033
2012-07-22,110.0,14.30628524975171,22.79491670032007,5.624812030075188,27.500751879699248,30.68045112781955,25.32857142857143,6.714285714285714,29.58421052631579
2012-07-29,94.0,9.537523499834473,9.11796668012803,0.9857142857142858,28.76575187969925,31.948533834586467,26.406503759398497,9.500338345864662,32.822631578947366
2012-08-05,127.0,14.30628524975171,27.35390004038409,7.510025062656642,28.209356725146197,31.276399331662493,25.9140768588137,8.692355889724311,32.20183792815372
2012-08-12,115.0,12.716697999779296,11.397458350160036,0.09473684210526315,28.533834586466163,31.68345864661654,26.290225563909775,8.96390977443609,31.2203007518797
2012-08-19,92.0,9.537523499834473,6.8384750100960225,3.868421052631579,28.37669172932331,31.6781954887218,25.83609022556391,8.627067669172932,32.08721804511278
2012-08-26,102.0,11.127110749806883,6.8384750100960225,3.3307518796992484,28.04513366750209,31.318492063492066,25.644624060150374,7.918182957393484,35.91983709273183
2012-09-02,75.0,12.716697999779296,9.11796668012803,8.22781954887218,27.23515037593985,30.163383458646617,24.893496240601504,7.514172932330827,32.14793233082707
2012-09-09,73.0,11.127110749806883,6.8384750100960225,3.6814965986394554,27.523216970998927,31.07373254564984,25.001177944862153,7.827567132116004,31.92695309702828
2012-09-16,72.0,12.716697999779296,11.397458350160036,1.1340136054421768,28.07190476190476,30.905884353741495,25.637585034013604,7.237551020408163,31.760340136054424
2012-09-23,99.0,9.537523499834473,25.07440837035208,3.0138524883637667,28.384661654135336,32.31585392051557,25.77510204081633,6.469308986752596,27.500332975295382
2012-09-30,103.0,14.30628524975171,20.515425030288064,7.454894378804153,27.938472968134622,31.555472610096672,24.7041066953097,6.896006086645185,33.36063909774436
2012-10-07,122.0,12.716697999779296,15.95644169022405,3.5487074829931973,28.235816326530614,31.573571428571427,25.236224489795916,6.835034013605442,30.281156462585034
2012-10-14,105.0,14.30628524975171,11.397458350160036,3.994987468671679,27.789939133548156,32.09298245614035,25.322269960615824,5.680093089867526,29.280415324024347
2012-10-21,84.0,15.895872499724122,18.23593336025606,11.959897959183674,26.870238095238097,31.002993197278908,24.427585034013607,5.4620068027210875,28.896802721088438
2012-10-28,104.0,14.30628524975171,29.633391710416095,0.4881632653061225,28.71421768707483,32.953163265306124,25.823163265306125,7.327244897959184,27.678945578231293
2012-11-04,99.0,12.716697999779296,15.95644169022405,11.638435374149662,27.111598639455785,31.330850340136056,24.635204081632654,6.538707482993197,29.481326530612243
2012-11-11,87.0,11.127110749806883,11.397458350160036,6.189115646258503,27.15170068027211,31.285714285714285,24.773469387755103,6.1925170068027215,29.081632653061224
2012-11-18,99.0,9.537523499834473,9.11796668012803,15.925850340136053,27.154421768707483,31.680272108843536,24.430612244897958,5.6006802721088444,32.31360544217687
2012-11-25,80.0,12.716697999779296,15.95644169022405,9.291836734693877,27.293877551020408,31.023809523809522,24.580272108843538,6.261224489795919,31.678911564625853
2012-12-02,78.0,9.537523499834473,9.11796668012803,6.220238095238096,27.427414965986394,31.46734693877551,25.050272108843537,5.290782312925169,25.520680272108844
2012-12-09,104.0,11.127110749806883,6.8384750100960225,12.275510204081632,27.06326530612245,31.278231292517006,24.552380952380954,6.505442176870749,30.615646258503403
2012-12-16,92.0,11.127110749806883,15.95644169022405,18.318367346938775,26.33061224489796,30.73061224489796,23.97891156462585,5.627210884353742,30.95850340136054
2012-12-23,111.0,7.947936249862061,20.515425030288064,11.889795918367346,26.529931972789115,30.831972789115646,24.186394557823128,5.886394557823129,31.139455782312922
2013-01-06,132.0,15.895872499724122,29.633391710416095,14.259489795918368,27.03391156462585,31.333367346938775,24.262108843537415,7.352142857142857,31.824489795918367
2013-01-13,204.0,14.30628524975171,11.397458350160036,7.335816326530612,27.47214285714286,31.874795918367347,24.65312925170068,8.372346938775511,37.21476190476191
2013-01-20,219.0,17.485459749696535,18.23593336025606,16.12003401360544,26.398911564625852,29.66561224489796,24.4378231292517,10.17295918367347,36.2658843537415
2013-01-27,264.0,19.075046999668945,27.35390004038409,1.155374149659864,27.11880952380952,30.82312925170068,24.693673469387754,9.877176870748299,32.55397959183673
2013-02-03,292.0,20.66463424964136,29.633391710416095,5.0088435374149665,27.543231292517003,31.245884353741495,25.12792517006803,11.023469387755101,35.781190476190474
2013-02-10,322.0,27.02298324953101,31.9128833804481,22.788367346938774,25.97591836734694,29.634455782312926,23.76608843537415,6.5919387755102035,31.550034013605444
2013-02-17,246.0,22.25422149961377,41.03085006057613,13.154421768707483,25.71074829931973,29.08486394557823,23.940680272108843,6.959081632653061,32.05809523809524
2013-02-24,294.0,27.02298324953101,45.58983340064014,2.899047619047619,27.203231292517007,30.977925170068026,24.7871768707483,8.6406462585034,30.26612244897959
2013-03-03,247.0,22.25422149961377,25.07440837035208,9.914149659863947,27.731224489795917,32.26421768707483,25.095714285714287,8.016360544217687,30.60595238095238
2013-03-10,272.0,17.485459749696535,22.79491670032007,5.742721088435374,27.794863945578232,31.964489795918364,25.214421768707485,9.736802721088436,35.76482993197279
2013-03-17,307.0,14.30628524975171,22.79491670032007,4.46203723594701,27.95968313641246,32.36227891156462,25.14855173648407,8.096464375223773,30.67762262799857
2013-03-24,305.0,27.02298324953101,20.515425030288064,2.9737969924812027,28.62834586466165,33.082443609022555,26.11605263157895,7.701466165413534,29.196052631578947
2013-03-31,314.0,27.02298324953101,43.31034173060814,9.358276047261011,28.485859291084857,32.77750805585392,25.688184747583247,5.585857500895095,29.604940923737917
2013-04-07,402.0,58.81472824897925,79.78220845112025,10.092108843537416,28.320068027210883,32.263775510204084,25.459931972789118,7.196360544217687,35.435102040816325
2013-04-14,491.0,57.22514099900684,61.54627509086419,3.8832312925170065,28.216224489795916,31.91465986394558,25.182312925170066,5.90234693877551,31.71081632653061
2013-04-21,505.0,47.68761749917237,68.38475010096022,8.080102040816326,28.73996598639456,32.606972789115645,25.519591836734694,6.885408163265306,33.791156462585036
2013-04-28,536.0,68.35225174881373,72.94373344102424,9.82173469387755,27.86496598639456,31.58955782312925,24.932823129251698,5.352755102040817,30.38268707482993
2013-05-05,547.0,55.63555374903443,63.8257667608962,6.292823129251701,28.423979591836737,31.882312925170066,25.88316326530612,6.085782312925169,30.01928571428571
2013-05-12,556.0,49.27720474914478,66.1052584309282,6.7552721088435375,28.23748299319728,32.39778911564626,25.755544217687078,6.102108843537415,30.30948979591837
2013-05-19,611.0,46.09803024919996,84.34119179118427,5.966156462585034,29.04506802721088,32.75513605442177,26.08877551020408,6.504319727891157,28.335374149659863
2013-05-26,637.0,93.78564774837233,123.09255018172838,5.313027210884354,28.284149659863942,32.01908163265306,25.55812925170068,5.749727891156462,28.391156462585034
2013-06-02,742.0,93.78564774837233,139.04899187195244,4.539867525957751,28.1450179018976,32.27360186179735,25.233650196920873,6.066383816684569,31.327529538131042
2013-06-09,813.0,158.95872499724123,227.94916700320073,10.41282849982098,28.1359201575367,32.63480844969567,25.044883637665595,6.207597565341926,30.453643036161832
2013-06-16,805.0,114.45028199801368,161.8439085722725,1.2097619047619048,29.81037414965986,32.80547619047619,26.794455782312923,8.179829931972789,34.92421768707483
2013-06-23,838.0,68.35225174881373,102.57712515144031,0.001360544217687075,30.0124955245256,33.46190476190476,27.2796276405299,7.684890798424633,31.05685642678124
2013-06-30,802.0,71.53142624875855,98.01814181137632,4.22595238095238,28.76125850340136,32.069761904761904,25.688061224489793,6.397687074829932,31.70863945578231
2013-07-07,676.0,55.63555374903443,84.34119179118427,1.7873809523809523,28.177448979591837,31.285748299319728,25.63329931972789,7.514523809523809,31.130850340136053
2013-07-14,540.0,50.86679199911719,56.98729175080018,8.173469387755102,27.645578231292518,30.581632653061224,24.956462585034014,7.087755102040816,33.19591836734694
2013-07-21,389.0,41.32926849928272,50.14881674070416,1.8877551020408163,27.82108843537415,31.197959183673472,25.54013605442177,7.055102040816327,29.205442176870747
2013-07-28,305.0,36.56050674936548,66.1052584309282,2.585714285714286,28.236734693877548,31.558503401360547,25.666666666666664,7.755102040816326,30.20272108843537
2013-08-04,288.0,34.97091949939307,38.75135839054412,4.658605442176871,27.974965986394558,30.95676870748299,24.979931972789114,7.842448979591837,34.84428571428572
2013-08-11,255.0,41.32926849928272,68.38475010096022,10.522448979591834,27.482993197278912,30.5734693877551,24.162585034013606,7.9353741496598635,36.86054421768707
2013-08-18,378.0,33.38133224942066,56.98729175080018,4.169659863945578,27.725510204081633,30.91568027210884,24.76816326530612,7.386938775510203,32.681224489795916
2013-08-25,338.0,30.20215774947583,41.03085006057613,1.385714285714286,28.485034013605446,31.836734693877553,25.980272108843536,8.620408163265306,32.23401360544218
2013-09-01,382.0,25.433395999558595,29.633391710416095,3.74421768707483,27.946938775510205,31.617006802721086,25.249659863945578,7.739455782312925,32.457142857142856
2013-09-08,449.0,38.15009399933789,45.58983340064014,19.29047619047619,26.45986394557823,29.706802721088433,23.48979591836735,6.575510204081633,31.98639455782313
2013-09-15,337.0,34.97091949939307,50.14881674070416,8.611632653061223,27.27421768707483,30.12326530612245,24.674013605442177,7.661632653061225,33.5152380952381
2013-09-22,370.0,25.433395999558595,43.31034173060814,0.9285714285714287,28.57551020408163,31.874149659863946,26.208163265306123,7.949659863945578,28.779591836734692
2013-09-29,402.0,36.56050674936548,41.03085006057613,10.436054421768707,28.100680272108843,31.392517006802724,24.989795918367346,7.20204081632653,33.93333333333333
2013-10-06,439.0,34.97091949939307,52.428308410736165,4.996462585034014,27.906190476190478,31.306122448979597,24.440748299319726,7.594387755102042,36.332585034013604
2013-10-13,435.0,31.791744999448245,63.8257667608962,7.853401360544218,28.04034013605442,31.669455782312923,24.68904761904762,7.055408163265306,34.28857142857142
2013-10-20,371.0,46.09803024919996,72.94373344102424,10.101315789473684,27.985075187969922,31.590827067669174,24.7653007518797,7.571804511278195,32.10195488721804
2013-10-27,495.0,41.32926849928272,45.58983340064014,5.340714285714286,27.53142857142857,31.560000000000002,24.69214285714286,6.872857142857143,29.01214285714286
2013-11-03,457.0,34.97091949939307,47.869325070672154,11.218571428571428,27.069285714285712,31.639285714285712,24.513571428571428,5.4799999999999995,30.09357142857143
2013-11-10,401.0,33.38133224942066,43.31034173060814,14.079285714285714,27.396428571428572,31.415,24.502857142857145,6.439285714285715,31.97214285714286
2013-11-17,442.0,41.32926849928272,70.66424177099222,12.369248120300753,26.82172932330827,30.371766917293233,24.20447368421053,5.9998496240601495,32.49906015037594
2013-11-24,365.0,34.97091949939307,45.58983340064014,8.813646616541353,27.543984962406018,31.432481203007516,24.32894736842105,6.749398496240602,33.50127819548872
2013-12-01,372.0,33.38133224942066,38.75135839054412,14.373642439431913,27.097451963241436,31.418713450292397,24.615914786967416,5.934085213032581,28.774770258980787
2013-12-08,347.0,23.843808749586184,29.633391710416095,15.772222222222222,25.765079365079366,29.393650793650796,23.75714285714286,6.682539682539683,28.339682539682542
2013-12-15,380.0,28.61257049950342,41.03085006057613,5.86111111111111,27.266666666666662,31.843650793650795,24.676190476190474,6.5246031746031745,27.812698412698413
2013-12-22,371.0,23.843808749586184,41.03085006057613,10.094444444444445,26.88809523809524,31.079365079365083,23.876190476190477,7.845238095238095,33.43730158730159
2013-12-29,414.0,27.02298324953101,63.8257667608962,2.5616713352007467,26.64416433239963,29.78926237161531,24.864425770308124,10.014145658263304,35.01895424836601
2014-01-05,436.0,33.38133224942066,50.14881674070416,3.747908496732026,26.472745098039216,29.6109243697479,24.596442577030814,8.522259570494864,32.72159663865546
2014-01-12,479.0,34.97091949939307,63.8257667608962,7.988888888888889,26.535807656395892,30.102007469654527,24.28534080298786,7.3671802054155,30.43361344537815
2014-01-19,401.0,25.433395999558595,34.19237505048011,0.019047619047619053,26.27857142857143,29.445238095238096,24.17063492063492,11.875396825396825,38.550000000000004
2014-01-26,336.0,23.843808749586184,34.19237505048011,0.0,25.822222222222223,29.428571428571427,23.536507936507938,11.553968253968254,36.63968253968254
2014-02-02,234.0,22.25422149961377,20.515425030288064,0.0,26.249626517273576,30.88216619981326,23.397292250233427,11.757843137254904,37.39290382819794
2014-02-09,273.0,28.61257049950342,36.47186672051212,0.8857142857142859,26.743650793650794,31.854761904761904,23.775396825396825,9.21984126984127,29.696031746031743
2014-02-16,369.0,27.02298324953101,43.31034173060814,2.4460317460317462,27.625396825396823,32.484920634920634,24.685714285714287,10.691269841269843,34.672222222222224
2014-02-23,193.0,28.61257049950342,38.75135839054412,0.0365079365079365,27.646825396825395,32.02619047619048,24.976190476190478,11.928571428571429,37.52301587301587
2014-03-02,186.0,25.433395999558595,36.47186672051212,0.0,27.505415499533147,32.322853702884665,24.531667403803628,11.486923190328763,36.48097940930758
2014-03-09,209.0,19.075046999668945,22.79491670032007,0.02650375939849624,27.68105263157895,32.7109022556391,24.598082706766917,10.67172932330827,34.45733082706767
2014-03-16,224.0,17.485459749696535,31.9128833804481,4.428571428571429,27.929285714285715,32.30285714285714,25.04642857142857,10.843571428571428,36.37785714285714
2014-03-23,210.0,20.66463424964136,31.9128833804481,9.972330827067669,27.042527151211363,31.346324143692563,24.608529657477025,7.535827067669173,31.136967418546366
2014-03-30,225.0,22.25422149961377,18.23593336025606,1.3330827067669173,28.445112781954887,32.91319966583124,25.69799498746867,8.73203842940685,30.74314954051796
2014-04-06,240.0,19.075046999668945,27.35390004038409,5.388721804511278,28.344695071010857,32.16979949874686,25.74152046783626,6.997744360902256,29.696491228070176
2014-04-13,244.0,23.843808749586184,27.35390004038409,4.728361976369494,27.955460078768347,32.534267812388116,24.932259219477263,6.388243823845327,30.74449874686717
2014-04-20,235.0,27.02298324953101,31.9128833804481,6.646496598639456,28.27231292517007,32.22581632653061,25.404659863945575,5.982142857142857,29.147517006802723
2014-04-27,282.0,28.61257049950342,27.35390004038409,6.235714285714286,28.110000000000003,32.56428571428572,25.377142857142854,5.776428571428572,31.435000000000002
2014-05-04,251.0,20.66463424964136,34.19237505048011,4.508157894736842,28.861015037593983,32.4424060150376,26.15642857142857,6.193421052631579,28.593796992481202
2014-05-11,261.0,22.25422149961377,29.633391710416095,5.323571428571428,28.854661654135334,32.96041353383459,26.2903007518797,6.113308270676692,28.259248120300754
2014-05-18,291.0,22.25422149961377,36.47186672051212,12.047255639097743,28.381691729323308,31.349398496240603,25.392105263157895,6.4695112781954895,33.141917293233085
2014-05-25,427.0,30.20215774947583,43.31034173060814,7.297593984962406,28.11766917293233,31.969736842105267,24.981616541353382,6.339924812030075,29.42654135338346
2014-06-01,456.0,27.02298324953101,36.47186672051212,6.47703007518797,28.50845864661654,31.887556390977444,25.64890977443609,6.658458646616542,30.037669172932333
2014-06-08,458.0,31.791744999448245,34.19237505048011,6.695,28.437857142857144,31.35357142857143,26.179285714285715,7.195714285714287,31.43642857142857
2014-06-15,506.0,38.15009399933789,47.869325070672154,4.031691729323308,29.285225563909773,32.732593984962406,26.146578947368422,7.1294736842105255,35.183684210526316
2014-06-22,550.0,33.38133224942066,34.19237505048011,3.0918367346938775,29.85860544217687,33.17044217687074,26.83030612244898,8.176836734693877,31.167142857142856
2014-06-29,671.0,39.73968124931031,56.98729175080018,3.69,28.851020408163265,31.816632653061223,25.6415306122449,7.1798979591836725,32.3945918367347
2014-07-06,888.0,61.99390274892408,91.17966680128028,7.326691729323308,28.2165037593985,31.176165413533834,25.429924812030077,6.757218045112781,32.20996240601504
2014-07-13,818.0,47.68761749917237,75.22322511105624,11.090714285714286,28.170714285714286,31.26928571428571,24.782857142857143,7.780714285714287,35.63142857142857
2014-07-20,744.0,57.22514099900684,84.34119179118427,1.6683834586466166,29.194736842105264,32.17812030075188,26.66703007518797,7.9573684210526325,29.807481203007516
2014-07-27,633.0,39.73968124931031,66.1052584309282,3.1250000000000004,29.46142857142857,32.517857142857146,26.82785714285714,9.184285714285712,33.15071428571429
